created_at,full_text,screen_name,location,description,followers_count,friends_count,statuses_count,verified,full_retweet_text
2020-05-29 20:13:18+00:00,"@iGyanendraGiri Corona test kit, pcr etc are Chinese too.
Leave testing?
Every memory card, pen drive, sd card, laptop charger, every sim  is chinese.
What we import, out of 40% electronics, automobile stuff,
45% pharmaceutical stuff and 90% antibiotics comes from China.
We just produce अंधभक्त",jita_jagta_insa,india,"writer & teacher. मेरा धर्म भारतीयता है। यथार्थवादी हूँ। बौद्धिकता में रुचि है। साम्प्रदायिकता के खिलाफ हूँ। सत्य का समर्थक हूँ, follow back 💯%",897,1333,25687,False,
2020-05-29 20:13:21+00:00,@thewire_in Covid has become monkey business,DrNo771,india,"Taken, Inked. 18+ NSFW. RT not E",36,16,17846,False,
2020-05-29 20:13:22+00:00,RT @Satyanewshi: Ex Communist Piyush Mishra realised with time that Communism is more dangerous virus than COVID19 https://t.co/svOyR7eKrg,eyesonyou420,india,Nation first🇮🇳|Proud Hindu🚩🕉|Bong guy 🙋‍♂️|Civil Engineer👷‍♂️|,53,74,3427,False,Ex Communist Piyush Mishra realised with time that Communism is more dangerous virus than COVID19 https://t.co/svOyR7eKrg
2020-05-29 20:13:24+00:00,"@subod098 Corona test kit, pcr etc are Chinese too.
Leave testing?
Every memory card, pen drive, sd card, laptop charger, every sim  is chinese.
What we import, out of 40% electronics, automobile stuff,
45% pharmaceutical stuff and 90% antibiotics comes from China.
We just produce अंधभक्त",jita_jagta_insa,india,"writer & teacher. मेरा धर्म भारतीयता है। यथार्थवादी हूँ। बौद्धिकता में रुचि है। साम्प्रदायिकता के खिलाफ हूँ। सत्य का समर्थक हूँ, follow back 💯%",897,1333,25687,False,
2020-05-29 20:13:30+00:00,RT @Karma_Paljor: #Sikkim COVID-19 patient ho toh aisa ho say doctors of first positive case 😅 our state seems to set an example for everyt…,veeresh1976,india,"अख बाज़ वर्गी , ते नियत साध वर्गी।",524,441,132899,False,#Sikkim COVID-19 patient ho toh aisa ho say doctors of first positive case 😅 our state seems to set an example for everything https://t.co/V0TMpvADVu
2020-05-29 20:13:30+00:00,"RT @ANI: China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has cause…",FedGupta,bengaluru india,IT professional. Like to make friends worldwide.,312,3228,9347,False,"China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has caused over 100000 American lives &amp; over a million lives worldwide. Chinese officials ignored their reporting obligations to WHO: US President Donald Trump https://t.co/jo15L2s38C"
2020-05-29 20:13:32+00:00,"@riturajuna74 Corona test kit, pcr etc are Chinese too.
Leave testing?
Every memory card, pen drive, sd card, laptop charger, every sim  is chinese.
What we import, out of 40% electronics, automobile stuff,
45% pharmaceutical stuff and 90% antibiotics comes from China.
We just produce अंधभक्त",jita_jagta_insa,india,"writer & teacher. मेरा धर्म भारतीयता है। यथार्थवादी हूँ। बौद्धिकता में रुचि है। साम्प्रदायिकता के खिलाफ हूँ। सत्य का समर्थक हूँ, follow back 💯%",897,1333,25687,False,
2020-05-29 20:13:34+00:00,"Today, I am going to share a writeup for the boot2root challenge of the @VulnHub machine “Zion: 1.1”.
@rajchandel #cybersecurity #BugBountyTip #infosec #pentest #Linux #ctf #coronavirus #COVIDー19 #StayHomeStaySafe 
https://t.co/kEduKbzCEy",Shubham_pen,delhi india,"Indian, Researcher at Hacking Articles, Engineer, God's plan is bigger than our mind.
Linkedin:- https://t.co/9rDe6704dz",827,153,626,False,
2020-05-29 20:13:40+00:00,"RT @sahilsingla399: No corona cases for today in #DelhiFightsCorona #Delhi
as No cases for yesterday bulletin released till now https://t.c…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"No corona cases for today in #DelhiFightsCorona #Delhi
as No cases for yesterday bulletin released till now https://t.co/K90HExbq6u"
2020-05-29 20:13:41+00:00,"RT @DilliDurAst: I used to love watching Bejan Daruwalla on TV, not for the astrology but for his performance. He was an entertainer. He di…",abhinitk,mumbai india,"Independent Arts Manager, Writer & Curator. Art Think South Asia Fellow 2019-2020, YCI Fellow at @SalzburgGlobal",1127,4550,25153,False,"I used to love watching Bejan Daruwalla on TV, not for the astrology but for his performance. He was an entertainer. He died of Covid-19 in Ahmedabad today. Sadly, his last prediction on 4 April was that Covid will end by May 15. RIP. 
https://t.co/q2mU0pfATC"
2020-05-29 20:13:42+00:00,RT @_MohitChauhan: Our Day 65 of #feedingstrays in #Delhi. Look at thez bunch of friends eating... they know how 2 maintain social distanci…,pfaindia,india,"People for Animals (PFA) is India's largest animal welfare organization with a nationwide network of 36 hospitals, 165 units and 2.5 Lakh members.",7915,404,3307,True,Our Day 65 of #feedingstrays in #Delhi. Look at thez bunch of friends eating... they know how 2 maintain social distancing. Hope u guys stepping out of homes are also doing that. Also remember 2 feed stray animals #AnimalsArePeopleToo #OneKindAct #BeKind #StayHome #lockdownindia https://t.co/1KNfP9mcUh
2020-05-29 20:13:48+00:00,RT @CommitStrip: COVID Go #CovidStrip https://t.co/XRIcEbXzHT https://t.co/B1zXAmEDR8,ratinvirgo,india,"Blessed to have my Master Sahib Ji.

Love to read: Spirituality, Philosophy, Technology, Science, Psychology. 
Interests: Software, UI/UX, Designs, Data Science",1271,1589,107110,False,COVID Go #CovidStrip https://t.co/XRIcEbXzHT https://t.co/B1zXAmEDR8
2020-05-29 20:13:49+00:00,What is happening to lockdown 5.0 ? #lockdownextension https://t.co/6YjE7KwGNm,swastika24,mumbai india,artist. mother-of-dogs. mother-of-a-daughter. foodie. lipstick addict. #instagram@swastikamukherjee13,624624,601,22645,True,
2020-05-29 20:13:52+00:00,"RT @ShaleenMitra: The containment process is being scaled down in Jamila Masjid, Baoli, Mehrauli. In the last 28 days, no new cases were re…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"The containment process is being scaled down in Jamila Masjid, Baoli, Mehrauli. In the last 28 days, no new cases were reported in and around that area.
Stringent monitoring of social distancing &amp; hygiene to be done by authorities. #DelhiFightsCorona https://t.co/sghKI7YOVj"
2020-05-29 20:13:53+00:00,"It was also being said that Maharashtra government should resign and the President rules should be imposed.Suddenly 8000+ patients got cured simultaneously this evening where so many corona cases have not been exposed in whole India. How?? 
@narendramodi   @KapilMishra_IND https://t.co/WG1YZhIe16",isandeep___97,india,"Model & Actor 👤

follow me 👇
instagram Official : isandeep_suryavanshi",39,16,357,False,
2020-05-29 20:14:03+00:00,US was contributing the highest fund towards World Health Organization. US leaving WHO will create an instability among the other WHO members. China is the second largest major contributor towards WHO after USA. Many nation disagree with China's policy. https://t.co/UZFP35qp8O,kokrajhar_town,kokrajhar btad india,"Kokrajhar is a town situated along the Gourang river 🌊 & the capital of BTC (Bodoland Territorial Council) |

Retweets ≠ endorsements",629,324,1960,False,
2020-05-29 20:14:04+00:00,"RT @dhruv_rathee: India’s GDP Growth in 2019-2020 

Q1:     5.2%
Q2:    4.4% 
Q3:    4.1%
Q4:    3.1% 

The latest Q4 data is for Jan-March…",Nageroy,india,"An INC supporter who believes in Constitution of India

 (अंधभक्त दूर रहें)",297,435,12279,False,"India’s GDP Growth in 2019-2020 

Q1:     5.2%
Q2:    4.4% 
Q3:    4.1%
Q4:    3.1% 

The latest Q4 data is for Jan-March 2020. The lockdown only started on 25th March, so this is pretty much before Corona caused Economic Crisis hit. 

This is a result of Govt’s failed policies."
2020-05-29 20:14:05+00:00,RT @ANINewsUP: I saw the PM wearing the ‘gamcha’ while addressing the nation. I copied the design &amp; started manufacturing at my unit. This…,AVIRAL96,india,"Like Cooking, Dancing, Animal Rights Activist, Believes in Egalitarianism, Interested in East Asia. Studying MA(IR) at @SAU! RT are not Endorsement.",44,2005,17108,False,"I saw the PM wearing the ‘gamcha’ while addressing the nation. I copied the design &amp; started manufacturing at my unit. This 'gamcha' is in high demand but we are unable to supply it outside Barabanki due to COVID-19 induced lockdown: Obaid Ansari, unit's owner in Shahvpur village https://t.co/ZkhGxQt6Ct"
2020-05-29 20:14:06+00:00,"RT @RJDforIndia: Gopalganj murders cannot be termed as Gopalganj firing incident!

Murders were executed with full prior knowledge &amp; conniv…",RoySanjeet4,patna india,"Great supporter of RJD😎
Die-hard fan of Tejashwi Yadav 💪
I Believe in self-motivation 😊♥️",263,197,7606,False,"Gopalganj murders cannot be termed as Gopalganj firing incident!

Murders were executed with full prior knowledge &amp; connivance of Local police &amp; admin, this is the extent of CM aided Mafia Raj in Bihar! Now CM is brazenly shielding the Culprit MLA!

#नीतीशकुमार_शर्म_करो https://t.co/nQWIrU0zS7"
2020-05-29 20:14:06+00:00,@patrickgaley @rhea_lobo Yes.. but those diseases were same as COVID19 in the beginning.. now government’s n people get used to COVID19 also n it joins the same list.. But Govt’s won’t change their stand n public health Wil b least priority as usual..I feel..!!!!,Mohamma24216323,hyderabad india,drmasood,64,164,1757,False,
2020-05-29 20:14:07+00:00,"RT @TOIDelhi: Coronavirus death toll in Delhi climbs to 303; highest single-day spike of 792 fresh cases takes tally to over 15k.

#DelhiFi…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"Coronavirus death toll in Delhi climbs to 303; highest single-day spike of 792 fresh cases takes tally to over 15k.

#DelhiFightsCorona
#CoronavirusOutbreak #CoronavirusPandemic https://t.co/Zh5hYzuVb6"
2020-05-29 20:14:08+00:00,"Dear Friends, Due to the ongoing pandemic and critical situation I'm extending my arms for free #guidance and expertise to small and medium #organisations looking for #solutions or #advice on operation #challenges pertaining to new business planning &amp; strategy,",Rajcheeku,jaipur india,,7,34,82,False,
2020-05-29 20:14:13+00:00,"RT @pradip103: Not 2 applaud, but when  in the month of March-April many foreign firms predicted millions of corona cases&amp; death in India i…",Pkg08,india,"Civil Engineer, Capitalist RW.",122,187,11383,False,"Not 2 applaud, but when  in the month of March-April many foreign firms predicted millions of corona cases&amp; death in India in mid may, it was us( @jankibaat1 )who said no such peak will come &amp; India won’t cross 5200 deaths due 2 #coronavirus till May end.

https://t.co/PlMjHCDLGo"
2020-05-29 20:14:14+00:00,"RT @mariawirth1: ""A quarter of Americans between the ages of 25 and 34 say they are vegetarians or vegans""

maybe Indian youth, incl JNU ty…",Priyanka24Sri,india,Neutral apolitical pushed towards right by liberals....🙄🙄 #AnimalLover #Foodie #lazyToTheCore,148,153,16225,False,"""A quarter of Americans between the ages of 25 and 34 say they are vegetarians or vegans""

maybe Indian youth, incl JNU types, also realise that eating meat is not ""cool"".
it never was cool. it required killing
now, Covid 19 gives a good chance to go veg.
https://t.co/tWrY4QLRB7"
2020-05-29 20:14:18+00:00,"RT @GaneshJaiHind: Tibet belongs to China

Arunachal belongs to China

Sikkim belongs to China

Hong Kong belongs to China

Taiwan belongs…",Einstein7860,haryana india,,20,11,319,False,"Tibet belongs to China

Arunachal belongs to China

Sikkim belongs to China

Hong Kong belongs to China

Taiwan belongs to China

South China Sea Territory belongs to China

China feels everything belongs to China except Corona,which actually belongs to China

#BoycottMadeInChina"
2020-05-29 20:14:19+00:00,"RT @saransh12141: Delhi Metro shares its social
distancing plan with 'do not sit here'
stickers #Delhi #DelhiFightsCorona #delhimetro https…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"Delhi Metro shares its social
distancing plan with 'do not sit here'
stickers #Delhi #DelhiFightsCorona #delhimetro https://t.co/kXOwndwbWV"
2020-05-29 20:14:21+00:00,@ConanOBrien COVID to humans is same as humans to dinosaurs 😂,el_nino_chandu,kalyan dombivali india,I always learn from mistakes of others who take my advice 😛 #travelfoodtravelfood 🎂:19/11/1996 👻:roychandu,144,22,2887,False,
2020-05-29 20:14:23+00:00,"RT @AdityaRajKaul: #BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19",satymeva_jayate,india,,370,1852,70773,False,"#BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19"
2020-05-29 20:14:24+00:00,RT @RTeja_Gogineni: Srikalahasti MLA Madhusudhan Reddy had organized rally in his constituency and this is suspected to have resulted in 25…,NikhilAdumulla,nirmal india,"Prabhas Addictzzzz🔥
#TDPTwitter",6,90,3635,False,Srikalahasti MLA Madhusudhan Reddy had organized rally in his constituency and this is suspected to have resulted in 25 members testing positive for Covid-19 of which 11 members are government officials. | Jagan's #1YearOfMassDestruction
2020-05-29 20:14:26+00:00,"RT @Ahmedshabbir20: Per day charge for treating of #COVID19 patient is Rs.40,000 to Rs. 50,000 per day. 

If the patient has to be kept in…",rajeshratrix,chennai india,Dravidian. Driven by the movement of self-respect and rationalism.,15,135,162,False,"Per day charge for treating of #COVID19 patient is Rs.40,000 to Rs. 50,000 per day. 

If the patient has to be kept in #ICU then it's Rs.1 lakh to 1.25 lakhs per day. 

They also have a Deluxe isolation ward which costs Rs.6,500 per day. Watch this sting by @NairShilpa1308 https://t.co/FfSg4IMOW5"
2020-05-29 20:14:28+00:00,"She is Laxmi. A health care worker at a Delhi Govt Hospital. Has been tested COVID +ve. She has been ABANDONED by her seniors, her hospital and by the government! They threaten her that speak out could cost her job. It's costing her life. Please amplify! 
https://t.co/AnF8BQNWDz",Bhumikasara,new delhi india,"Published in @the_hindu, @thewire_in, @vicenews, @outlook",124,106,59,False,
2020-05-29 20:14:29+00:00,"RT @Drsrt7: Its sad to say that the Corona pandemic lockdown is like a festival season in india. Currently its
#kunalkamra vs #carryminati…",erprakharsingh,india,"Life is not getting ruin because we think less, but because we think in the wrong direction.",63,97,6243,False,"Its sad to say that the Corona pandemic lockdown is like a festival season in india. Currently its
#kunalkamra vs #carryminati
And their fans. Its going to be lit!"
2020-05-29 20:14:32+00:00,"""China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has cost more than 100,000 American lives and over a million lives worldwide."" @POTUS @realDonaldTrump https://t.co/hVcf5I8Mvb",gauaggbjp,new delhi india,"Businessman/ BJP & RSS Member / Khand Pramukh & Ex I T Head BJP I P EXTENSION Mandal, Zila Shahdara, Delhi Blessed by @narendramodi Ji on New YEAR EVE",1790,781,27985,False,
2020-05-29 20:14:33+00:00,"@airtelindia guys can u pls help, my cheque for full and final settlement of my account has gone invalid due to lockdown, pls reissue it again.",raviders87,new delhi india,,49,191,2025,False,
2020-05-29 20:14:34+00:00,"RT @ShaleenMitra: Considering the high risk of COVID-19 transmission amidst dense population cluster, https://t.co/RX1lMJ0j9W 306-379, Daks…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"Considering the high risk of COVID-19 transmission amidst dense population cluster, https://t.co/RX1lMJ0j9W 306-379, Dakshinpuri, &amp; 64C - 90C Zamrudpur, GK have been contained. Strict perimeter control to be followed to prevent further spread of the virus. 
#DelhiFightsCorona"
2020-05-29 20:14:45+00:00,"RT @ANI: China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has cause…",Raj88181064,bengaluru south india,Government and Politics Politicians and Pol Parties Women & NGOs Women,173,150,13074,False,"China's cover-up of the Wuhan virus allowed the disease to spread all over the world, instigating a global pandemic that has caused over 100000 American lives &amp; over a million lives worldwide. Chinese officials ignored their reporting obligations to WHO: US President Donald Trump https://t.co/jo15L2s38C"
2020-05-29 20:14:46+00:00,"Choose People Wisely.. 
#StayHome 
#StaySafe 
#StayConnected
For Digital Marketing Tips💡, Tricks, Quotes - https://t.co/Bsn1j3m1wZ
-
-
-
#quotes #writers #trend #covid19 #corona #lucknow #delhi #mumbai #india #startups #positive #mindset #avinashroy https://t.co/Q9KsFR2Duk",DM_AvinashRoy,lucknow india,"#DigitalMarketing | #SocialMediaMarketing | #SEO | #SMM | #PPC | #Websitedesign | #Analytics | #ContentWriting | #CreativeDesign

 🇮🇳JAI_HIND🇮🇳",2,56,65,False,
2020-05-29 20:14:48+00:00,"RT @subhash_kak: China is dominating the news these days, what with Covid-19, South China Sea, and Ladakh.

Here's an earlier age when Indi…",swami_shakti,india,"Sanatan | Randomness | Mathematics | Philosophy.

अन्यथा वेदपाण्डित्यं शास्त्रमाचार मन्यथा।
अन्यथा वदतः शान्तं लोकाः क्लिश्यन्ति चान्यथा।।
i.e. Get rid of fools",113,254,3790,False,"China is dominating the news these days, what with Covid-19, South China Sea, and Ladakh.

Here's an earlier age when Indian scholars help shape the nature of Chinese Buddhism:

https://t.co/46FPlY9deD"
2020-05-29 20:14:49+00:00,RT @zoo_bear: A photograph of a family that committed suicide in Rajasthan in 2017 is viral as Hindus murdered in Pakistan. The same image…,urdu_naam,jaipur india,"पूरी उम्मते मुस्लिमाह का दर्द हमारा दर्द है।
لَا إِلٰهَ إِلَّا اللّٰهُ مُحَمَّدٌ  رَسُولُ اللّٰهِ",567,464,1846,False,"A photograph of a family that committed suicide in Rajasthan in 2017 is viral as Hindus murdered in Pakistan. The same image has also been linked to a lack of relief for the poor during the coronavirus outbreak. #AltNewsFactCheck | @Pooja_Chaudhuri 

https://t.co/YkCBto5ziW"
2020-05-29 20:14:49+00:00,"RT @BrandSocialnews: Coronavirus news highlights on 22th May: 660 cases being reported in past 24 hours.

#DelhiFightsCorona
#Coronavirus
#…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"Coronavirus news highlights on 22th May: 660 cases being reported in past 24 hours.

#DelhiFightsCorona
#Coronavirus
#COVID19 https://t.co/2xhxMK5eCV"
2020-05-29 20:14:51+00:00,People like @kunalkamra88 will be eventually forgotten due to this corona crisis. I think this is the second-best thing that came out of corona after nature recovery. https://t.co/OWS4qTWWEe,apanda73729,bhavnagar india,,33,781,1255,False,
2020-05-29 20:14:53+00:00,"RT @AUThackeray: For doctors on contract and on bond, the Maharashtra State Govt has decided to not just enhance pay, but bring at par. The…",Nageroy,india,"An INC supporter who believes in Constitution of India

 (अंधभक्त दूर रहें)",297,435,12279,False,"For doctors on contract and on bond, the Maharashtra State Govt has decided to not just enhance pay, but bring at par. They are our covid warriors and this was due.
(1/n)"
2020-05-29 20:14:55+00:00,"RT @CoronaUpdates9: #oceaniacoronacases
New cases:23
New daeths:0
Total recoveries:8,164
Total cases:8,782
Active cases:493
Australia, new…",KTF_offl,karaikal india,"kkl thalapathy fans #THALAPATHY RASIGARGAL... waiting for#Bigil thalapathy dharishanam in KKL
inspire from 😍SACHIN😍 KAMAL",903,691,14345,False,"#oceaniacoronacases
New cases:23
New daeths:0
Total recoveries:8,164
Total cases:8,782
Active cases:493
Australia, new Zealand, French Polynesia, new caledonia, fiji, papua new Guinea are oceanic places
#COVIDー19 #CoronaVirusUpdates"
2020-05-29 20:14:56+00:00,"RT @radhikadubjp: Yesterday night a phone call showed me the reality of Delhi's preparation for #COVID19
No beds 
People asked to take care…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"Yesterday night a phone call showed me the reality of Delhi's preparation for #COVID19
No beds 
People asked to take care at home 
@ArvindKejriwal 
Atleast now fear your karmas 
#DelhiFightsCorona 
#DelhifightsCM"
2020-05-29 20:14:57+00:00,"RT @AdityaRajKaul: #BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19",31st_february,new delhi india,fan of @sachin_rt | @Arsenal |  @RafaelNadal,172,509,9473,False,"#BREAKING: US President Donald Trump says, US is today terminating relationship entirely with @WHO. #COVID19"
2020-05-29 20:14:58+00:00,"RT @Pradeep43959048: Difference between in lockdown 1.0 and lockdown 4.0.
#MaharashtraFightsCorona
#IndiaFightsCorona
#DelhiFightsCorona…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"Difference between in lockdown 1.0 and lockdown 4.0.
#MaharashtraFightsCorona
#IndiaFightsCorona
#DelhiFightsCorona 

But cases rise day by day 😂😂 https://t.co/9bM80Sprtv"
2020-05-29 20:15:00+00:00,"RT @RomanaRaza: Corona, Earthquake, Locusts Attack etc etc.. https://t.co/Gt4zRFgn2d",thesarcastic_07,patna india,"📝pouring  myself  into  a  words📝
📔Literatures📔
              👉Memer👀🤓",28,101,1332,False,"Corona, Earthquake, Locusts Attack etc etc.. https://t.co/Gt4zRFgn2d"
2020-05-29 20:15:02+00:00,"RT @wishesblessings: As hunger still persists, we're trying our best to beat it! Here's our next round of distribution in Pandara Road.. 
#…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"As hunger still persists, we're trying our best to beat it! Here's our next round of distribution in Pandara Road.. 
#lockdownindia #RationKits #COVIDー19 #DelhiFightsCorona https://t.co/BYroN8E726"
2020-05-29 20:15:02+00:00,"RT @Prachi_VB: If we can celebrate festivals without gaiety &amp; sitting at home, can't bridges be opened without inaugaration in pandemic tim…",Kaminichitkara,india,Bigg Boss Fan,107,70,17188,False,"If we can celebrate festivals without gaiety &amp; sitting at home, can't bridges be opened without inaugaration in pandemic timesat least 🤔 https://t.co/syZ3rBpHHt"
2020-05-29 20:15:06+00:00,"@BTSARMY_Salon @shadowonwings @Vernal_Bom Bcz of corona this is the 1st time in 10 yrs that all my family is together.
Yes, times are hard but I am still glad for this  blessing. It  means a lot to me, to be home.
Yes, ppl are dying and losing jobs and I wish it didn’t happen, but I am happy to be home.",ashi002,india,"I don't like debating. I have my opinions and everyone else is welcome to differ from it. I am not forcing my views on others.
Politely differ and move on.",73,81,12364,False,
2020-05-29 20:15:07+00:00,RT @meg123nandu: Any airline staffers here on Twitter who lost their jobs due to Corona?,_Avi_20,india,मैं तो वैरागी हूँ  न follow का मोह न unfollow का भय !,871,304,22091,False,Any airline staffers here on Twitter who lost their jobs due to Corona?
2020-05-29 20:15:10+00:00,"RT @utkarsh10: 660 new #covid19 cases in Delhi in the past 24 hours taking the total to 12, 319

#IndiaFightsCorona #IndiaFightsCoronavirus…",AkshayReddy_K,hyderabad india,"Content Writer | Patriot | Member : @AamAadmiParty National SM Team | Former - Secretary & Spokesperson, @AAPTELANGANA Youthwing.",1938,984,68762,False,"660 new #covid19 cases in Delhi in the past 24 hours taking the total to 12, 319

#IndiaFightsCorona #IndiaFightsCoronavirus #DelhiFightsCorona #Covid_19 #COVID2019india
#StayHomeStaySafe
#Lockdown4 https://t.co/x4vViMldtx"
2020-05-29 20:15:17+00:00,RT @ANINewsUP: Barabanki: A textile manufacturing unit begins manufacturing the red &amp; white 'gamcha' that Prime Minister Narendra Modi wore…,im_Indra07,india,आत्मनिर्भर || Proud INDIAN || MSdian || Kohli || Believer || Cricket Enthusiast || Army Lover 🇮🇳 || Nationalists || Followed by @johncena 🖐️🚫,210,755,19033,False,Barabanki: A textile manufacturing unit begins manufacturing the red &amp; white 'gamcha' that Prime Minister Narendra Modi wore while addressing the nation when he announced lockdown 2.0 on April 14. https://t.co/yccWKHQy8R
2020-05-29 20:15:18+00:00,"RT @Ilyaz04: @BFellow25 @Sahil97991761 pm Sir if you can't take best decision then give up n resign ur post, go home and stay safe. U r unf…",ahamedaat,bengaluru india,I am Mechanical Engineer,574,711,13410,False,"@BFellow25 @Sahil97991761 pm Sir if you can't take best decision then give up n resign ur post, go home and stay safe. U r unfit for the post. I'm sorry but it's"
2020-05-29 20:15:19+00:00,RT @AslamShaikh_MLA: #MumbaiFights #Covid19: Mobile fever clinics...focus on oxygen-supported beds as well as door-to-door survey of senior…,INCVinayPandey,maharashtra india,CongressMen l BusinessMen l Member - Executive Committee Social media @INCMumbai,204,353,26716,False,#MumbaiFights #Covid19: Mobile fever clinics...focus on oxygen-supported beds as well as door-to-door survey of senior citizens are some of the measures that earned all-round praise from high-powered central officials at a virtual meeting held on Wednesday https://t.co/8wWzt5yHP6
2020-05-29 20:15:20+00:00,RT @anshumalini3: #COVID19: @POTUS @realDonaldTrump says the US will today be terminating its relationship with the @WHO because the WHO fa…,nidanoor143,chandigarh india,🐼 23-1,28,80,6470,False,#COVID19: @POTUS @realDonaldTrump says the US will today be terminating its relationship with the @WHO because the WHO failed to make the greatly needed reforms. Trump says China has total control of the @WHO and the world needs answers from China on the virus @thetribunechd https://t.co/YkkX5i4ONR
2020-05-29 20:15:21+00:00,"Lockdown nights turned out to be fun nights with #Fletter. Thank You @BincaGames for such a card game.  
I highly recommend everybody to play this card game. It is addictive and fun. @sahilwad https://t.co/xDZm9K6uSz",HemaRahate,mumbai india,,48,103,301,False,
2020-05-29 20:15:22+00:00,"RT @KeiraSavage00: Boris Johnson tells China to take a hike..
‘Boris Johnson orders China be cut from the UK's 5G infrastructure as soon as…",NoOne11796069,india,"I am a No One, who has everything or nothing to write about Every one or No One!",192,1386,33288,False,"Boris Johnson tells China to take a hike..
‘Boris Johnson orders China be cut from the UK's 5G infrastructure as soon as possible.’
https://t.co/rBbQsJ7uMU"
2020-05-29 20:15:24+00:00,RT @svaradarajan: What are we doing? An 81 year old poet is being held in a Bombay jail at a time when COVID is raging in the city on th du…,Nageroy,india,"An INC supporter who believes in Constitution of India

 (अंधभक्त दूर रहें)",297,435,12279,False,"What are we doing? An 81 year old poet is being held in a Bombay jail at a time when COVID is raging in the city on th dubious charge of plotting to kill Modi. Now he has been hospitalised. Supreme Court, wake up! At least let him out on bail please. https://t.co/ugMIwzKZuA"
2020-05-29 20:15:25+00:00,"RT @AslamShaikh_MLA: ‘2weeks before #NamasteTrump, #RahulGandhi ji warned that urgent measures were required to prevent d #coronavirus from…",INCVinayPandey,maharashtra india,CongressMen l BusinessMen l Member - Executive Committee Social media @INCMumbai,204,353,26716,False,"‘2weeks before #NamasteTrump, #RahulGandhi ji warned that urgent measures were required to prevent d #coronavirus from spreading in India,but d govt chose to ignore his warning.’

Today #Modi2.0 failed in handling political,economic &amp; humanitarian issues. https://t.co/DmZZLAqQYo"
2020-05-29 20:15:25+00:00,RT @PiyushGoyal: Infrastructure Improvements in Full Swing: Railways has dismantled old Talegaon Foot Over Bridge in Maharashtra after a ne…,VinayIndSpeaks,india,Proud Indian 🇮🇳 Proud NaMo Bhakt.,1740,1080,140748,False,"Infrastructure Improvements in Full Swing: Railways has dismantled old Talegaon Foot Over Bridge in Maharashtra after a new one had been made for passengers

Executing maintenance work, Railways is making optimum use of COVID time to prevent any future inconvenience to passengers https://t.co/Rn2Nq6Ku6k"
2020-05-29 20:15:28+00:00,"RT @HinduAmericans: Ro Khanna is anti-India, anti-Indian, anti-Hindu, anti-Sikh. 

Ro is 100% a stooge of the Pakistani Islamist military e…",TruthSpeaksTuff,up us uk delhi ap india,"FOLLOW DHARMAॐ, PERIOD. Hindu, NRIndian, తెలుగు(Telugu), MEngineer,IT,QA, Dad. #Autism #Vaccines #Health #Yoga #Sanskrit #HinduLivesMatter #India
RT≠endorsement",2246,670,336241,False,"Ro Khanna is anti-India, anti-Indian, anti-Hindu, anti-Sikh. 

Ro is 100% a stooge of the Pakistani Islamist military establishment. Ask him: why he has never said 1 word about plight of minorities in Pakistan? Why does he always bash India and Hindus non-stop? https://t.co/XuY9QiH1ws"
